Date,Open,High,Low,Close,Adj Close,Volume,Open_SMA_5,Open_SMA_10,Open_SMA_20,Open_SMA_60,Open_SMA_120,Close_SMA_5,Close_SMA_10,Close_SMA_20,Close_SMA_60,Close_SMA_120,High_SMA_5,High_SMA_10,High_SMA_20,High_SMA_60,High_SMA_120,Low_SMA_5,Low_SMA_10,Low_SMA_20,Low_SMA_60,Low_SMA_120,Volume_SMA_5,Volume_SMA_10,Volume_SMA_20,Volume_SMA_60,Volume_SMA_120,RSI_14,MACD,BB_Middle,BB_Upper,BB_Lower,OBV,Dividends,Splits,Interest_Rate,Inflation_Rate,Consumer_Sentiment
2020-01-29,57.0,57.2599983215332,56.65999984741211,57.0099983215332,49.19502639770508,13163600,57.37799987792969,57.07099952697754,0.0,0.0,0.0,57.40199966430664,57.224999618530276,0.0,0.0,0.0,57.715998840332034,57.45499954223633,0.0,0.0,0.0,57.092000579833986,56.8620002746582,0.0,0.0,0.0,12843380.0,13128920.0,0.0,0.0,0.0,79.16660741070405,0.6320926579853108,0.0,0.0,0.0,42781800.0,0.0,0.0,1.55,0.0010671615821831182,99.8
2020-01-30,57.93000030517578,58.97999954223633,57.7599983215332,58.86000061035156,50.79142761230469,20225600,57.487999725341794,57.26399955749512,56.194999885559085,0.0,0.0,57.60799942016602,57.440999603271486,56.352999687194824,0.0,0.0,57.94199905395508,57.654999542236325,56.59749984741211,0.0,0.0,57.19599990844726,57.03800010681152,55.979500198364256,0.0,0.0,14316720.0,13377940.0,13458575.0,0.0,0.0,82.4722713525893,0.7427509275750168,56.352999687194824,58.99117427552372,53.71482509886593,63007400.0,0.0,0.0,1.55,0.0010671615821831182,99.8
2020-01-31,58.970001220703125,59.08000183105469,58.150001525878906,58.400001525878906,50.39448928833008,17685200,57.7120002746582,57.47599983215332,56.377499961853026,0.0,0.0,57.75199966430664,57.59899978637695,56.52349967956543,0.0,0.0,58.183999633789064,57.86799964904785,56.77999992370606,0.0,0.0,57.33400039672851,57.192000198364255,56.149000358581546,0.0,0.0,16134900.0,14123050.0,13749450.0,0.0,0.0,75.21966315411215,0.7842895203432079,56.52349967956543,59.23063965458694,53.81635970454393,45322200.0,0.0,0.0,1.55,0.0010671615821831182,99.8
2020-02-03,58.75,58.970001220703125,58.52000045776367,58.58000183105469,50.549808502197266,12333600,58.02000045776367,57.66399993896484,56.598999977111816,0.0,0.0,57.97200012207031,57.763000106811525,56.71799983978271,0.0,0.0,58.40800018310547,58.04999961853027,56.97899990081787,0.0,0.0,57.6120002746582,57.36400032043457,56.37050037384033,0.0,0.0,15729640.0,13929980.0,13798405.0,0.0,0.0,73.24475335160814,0.822255228248622,56.71799983978271,59.42944735579682,54.00655232376861,57655800.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-04,58.75,59.45000076293945,58.619998931884766,58.84000015258789,50.774173736572266,15417900,58.28000030517578,57.854000091552734,56.80399990081787,0.0,0.0,58.33800048828125,57.93000030517578,56.926499938964845,0.0,0.0,58.74800033569336,58.26999969482422,57.20599994659424,0.0,0.0,57.94199981689453,57.569000244140625,56.575500297546384,0.0,0.0,15765180.0,14274880.0,13834385.0,0.0,0.0,76.29627170225046,0.8633706178894371,56.926499938964845,59.61608530748244,54.23691457044725,73073700.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-05,58.900001525878906,59.08000183105469,58.540000915527344,58.849998474121094,50.78280258178711,11414900,58.66000061035156,58.01900024414063,57.02649993896485,0.0,0.0,58.70600051879883,58.05400009155274,57.1564998626709,0.0,0.0,59.11200103759766,58.41399993896484,57.430000114440915,0.0,0.0,58.31800003051758,57.70500030517578,56.79500026702881,0.0,0.0,15415440.0,14129410.0,13906435.0,0.0,0.0,72.82374084695947,0.8865421355036673,57.1564998626709,59.66287385511317,54.65012587022863,84488600.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-06,58.97999954223633,59.34000015258789,58.84000015258789,58.9900016784668,50.90361022949219,9347000,58.87000045776367,58.17900009155274,57.261999893188474,0.0,0.0,58.732000732421874,58.170000076293945,57.38850002288818,0.0,0.0,59.18400115966797,58.56300010681152,57.66500015258789,0.0,0.0,58.534000396728516,57.86500015258789,57.02950019836426,0.0,0.0,13239720.0,13778220.0,13839985.0,0.0,0.0,72.93867540685338,0.9057617609269712,57.38850002288818,59.647883855065025,55.129116190711336,93835600.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-07,58.880001068115234,59.31999969482422,58.849998474121094,59.189998626708984,51.076194763183594,8757800,58.8520004272461,58.282000350952146,57.45599994659424,0.0,0.0,58.89000015258789,58.32099990844726,57.58099994659424,0.0,0.0,59.232000732421874,58.70800018310547,57.861000061035156,0.0,0.0,58.67399978637695,58.00400009155273,57.23000011444092,0.0,0.0,11454240.0,13794570.0,13507975.0,0.0,0.0,73.38874816204753,0.9264519731733571,57.58099994659424,59.76012549640092,55.40187439678756,102593400.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-10,59.31999969482422,59.84000015258789,59.290000915527344,59.75,51.55942916870117,7984900,58.966000366210935,58.4930004119873,57.647999954223636,0.0,0.0,59.123999786376956,58.547999954223634,57.7920000076294,0.0,0.0,59.40600051879883,58.907000350952146,58.05650005340576,0.0,0.0,58.827999877929685,58.22000007629394,57.422000122070315,0.0,0.0,10584500.0,13157070.0,13255215.0,0.0,0.0,75.0972598042781,0.9767768704018778,57.7920000076294,59.95208425047629,55.631915764782505,110578300.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-11,59.720001220703125,59.79999923706055,59.31999969482422,59.59000015258789,51.421363830566406,7431200,59.16000061035156,58.720000457763675,57.857500076293945,0.0,0.0,59.273999786376955,58.8060001373291,57.964999961853025,0.0,0.0,59.476000213623045,59.1120002746582,58.23500003814697,0.0,0.0,58.96800003051758,58.454999923706055,57.61700019836426,0.0,0.0,8987160.0,12376170.0,12911630.0,0.0,0.0,70.37034711358761,0.9923103277485907,57.964999961853025,60.11883683492275,55.811163088783296,103147100.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-12,59.47999954223633,59.77000045776367,59.31999969482422,59.40999984741211,51.26603317260742,9179100,59.27600021362305,58.968000411987305,58.019499969482425,0.0,0.0,59.386000061035155,59.04600028991699,58.13549995422363,0.0,0.0,59.613999938964845,59.36300048828125,58.40900001525879,0.0,0.0,59.123999786376956,58.72099990844727,57.791500091552734,0.0,0.0,8540000.0,11977720.0,12553320.0,0.0,0.0,66.39000898273494,0.9788130369065087,58.13549995422363,60.17101142137208,56.09998848707519,93968000.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-13,59.380001068115234,59.84000015258789,59.209999084472656,59.61000061035156,51.438621520996094,8173200,59.35600051879883,59.11300048828125,58.188500022888185,0.0,0.0,59.50999984741211,59.12100028991699,58.280999946594235,0.0,0.0,59.71399993896485,59.44900054931641,58.55200004577637,0.0,0.0,59.19799957275391,58.86599998474121,57.952000045776366,0.0,0.0,8305240.0,10772480.0,12075210.0,0.0,0.0,69.81518702972329,0.973038148681745,58.280999946594235,60.30042129322787,56.2615785999606,102141200.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-14,59.630001068115234,60.06999969482422,59.619998931884766,59.95000076293945,51.73200607299805,9965500,59.50600051879883,59.17900047302246,58.32750015258789,0.0,0.0,59.662000274658205,59.27600021362305,58.4375,0.0,0.0,59.863999938964845,59.54800033569336,58.7079999923706,0.0,0.0,59.35199966430664,59.0129997253418,58.10249996185303,0.0,0.0,8546780.0,10000510.0,12061780.0,0.0,0.0,74.65070027456672,0.9845474290689893,58.4375,60.46530637959539,56.40969362040461,112106700.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-18,59.810001373291016,59.93000030517578,59.45000076293945,59.529998779296875,51.36958312988281,10075700,59.604000854492185,59.28500061035156,58.474500274658205,0.0,0.0,59.61800003051758,59.37099990844727,58.567000007629396,0.0,0.0,59.88199996948242,59.64400024414063,58.846999931335446,0.0,0.0,59.38399963378906,59.10599975585937,58.23500003814697,0.0,0.0,8964940.0,9774720.0,11852350.0,0.0,0.0,75.40321557256958,0.948840326072478,58.567000007629396,60.52162378715662,56.61237622810217,102031000.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-19,59.5099983215332,60.0,59.470001220703125,59.77000045776367,51.576683044433594,6265700,59.5620002746582,59.36100044250488,58.60750026702881,0.0,0.0,59.65400009155273,59.46399993896485,58.697000122070314,0.0,0.0,59.922000122070315,59.69900016784668,58.98449993133545,0.0,0.0,59.41399993896484,59.19099998474121,58.38000011444092,0.0,0.0,8731840.0,8859500.0,11567190.0,0.0,0.0,76.53845871694237,0.9291971134478061,58.697000122070314,60.60571848061888,56.788281763521745,108296700.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-20,59.68000030517578,59.86000061035156,59.11000061035156,59.720001220703125,51.533538818359375,7597200,59.6020004272461,59.43900032043457,58.7290002822876,0.0,0.0,59.716000366210935,59.55100021362305,58.80250015258789,0.0,0.0,59.94000015258789,59.77700004577637,59.095499992370605,0.0,0.0,59.37200012207031,59.24799995422363,58.47650012969971,0.0,0.0,8415460.0,8477730.0,11303570.0,0.0,0.0,62.647062123439056,0.8992294480253733,58.80250015258789,60.691392091698695,56.91360821347708,100699500.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-21,59.5099983215332,60.130001068115234,59.43000030517578,60.130001068115234,51.8873405456543,10842400,59.62799987792969,59.49200019836426,58.835500144958495,0.0,0.0,59.82000045776367,59.66500015258789,58.91750011444092,0.0,0.0,59.99800033569336,59.856000137329104,59.20950012207031,0.0,0.0,59.41600036621094,59.30699996948242,58.58600006103516,0.0,0.0,8949300.0,8627270.0,11202745.0,0.0,0.0,75.82087104851722,0.8982094193765704,58.91750011444092,60.83690745003049,56.99809277885135,111541900.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-24,59.11000061035156,59.79999923706055,58.56999969482422,58.650001525878906,50.61021041870117,14415500,59.523999786376955,59.51500015258789,58.89850025177002,0.0,0.0,59.560000610351565,59.61100044250488,58.966000175476076,0.0,0.0,59.944000244140625,59.90400009155273,59.3060001373291,0.0,0.0,59.20600051879883,59.27900009155273,58.641500091552736,0.0,0.0,9839300.0,9193040.0,11493805.0,0.0,0.0,50.75268464359253,0.7691116053066409,58.966000175476076,60.80090708940011,57.13109326155204,97126400.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-25,58.70000076293945,59.20000076293945,57.619998931884766,57.81999969482422,49.89400100708008,15915100,59.30199966430664,59.45300025939942,58.97300033569336,0.0,0.0,59.21800079345703,59.41800041198731,58.98300018310547,0.0,0.0,59.79800033569336,59.84000015258789,59.37350025177002,0.0,0.0,58.84000015258789,59.111999893188475,58.66599998474121,0.0,0.0,11007180.0,9986060.0,11571565.0,0.0,0.0,40.22989009736238,0.5929908173864504,58.98300018310547,60.76549017909818,57.200510187112755,81211300.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-26,57.97999954223633,58.470001220703125,57.47999954223633,57.599998474121094,49.70414733886719,15837800,58.99599990844727,59.27900009155273,58.9995002746582,0.0,0.0,58.784000396728516,59.219000244140624,59.01250019073486,0.0,0.0,59.492000579833984,59.70700035095215,59.40950031280518,0.0,0.0,58.44199981689453,58.927999877929686,58.691499900817874,0.0,0.0,12921600.0,10826720.0,11601445.0,0.0,0.0,38.48988790567103,0.4306967600437517,59.01250019073486,60.67284813492262,57.35215224654711,65373500.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-27,57.150001525878906,57.88999938964844,54.880001068115234,54.93000030517578,47.4001579284668,23754000,58.49000015258789,59.04600028991699,59.00700035095215,0.0,0.0,57.82600021362305,58.77100028991699,58.908500289916994,0.0,0.0,59.09800033569336,59.51900024414063,59.441000366210936,0.0,0.0,57.59599990844727,58.484000015258786,58.60249996185303,0.0,0.0,16152960.0,12284210.0,12130965.0,0.0,0.0,24.497488099442805,0.08564376420361697,58.908500289916994,61.22707787777835,56.58992270205564,41619500.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-02-28,53.83000183105469,53.88999938964844,51.58000183105469,53.4900016784668,46.15755081176758,40890600,57.354000854492185,58.49100036621094,58.80200042724609,0.0,0.0,56.49800033569336,58.159000396728516,58.640000343322754,0.0,0.0,57.85,58.92400016784668,59.18650035858154,0.0,0.0,56.02600021362305,57.721000289916994,58.293500137329104,0.0,0.0,22162600.0,15555950.0,13164215.0,0.0,0.0,19.021771129887895,-0.3005445846872661,58.640000343322754,61.99452565145832,55.28547503518719,728900.0,0.0,0.0,1.58,0.0013132179246519993,101.0
2020-03-02,53.93000030517578,55.959999084472656,53.70000076293945,55.91999816894531,48.25444030761719,25698600,56.31800079345703,57.92100028991699,58.55000038146973,0.0,0.0,55.95199966430664,57.7560001373291,58.51600017547607,0.0,0.0,57.081999969482425,58.513000106811525,59.03050022125244,0.0,0.0,55.05200042724609,57.12900047302246,58.07100009918213,0.0,0.0,24419220.0,17129260.0,13564885.0,0.0,0.0,32.7009849293609,-0.4058429205073395,58.51600017547607,62.084407804055786,54.94759254689636,26427500.0,0.0,0.0,0.65,-0.004227644785261941,89.1
2020-03-03,56.7599983215332,57.4900016784668,55.63999938964844,56.060001373291016,48.3752555847168,27099200,55.93000030517578,57.61599998474121,58.450500297546384,0.0,0.0,55.6,57.409000396728516,58.39000015258789,0.0,0.0,56.74000015258789,58.26900024414063,58.95650024414063,0.0,0.0,54.65600051879883,56.74800033569336,57.92700004577637,0.0,0.0,26656040.0,18831610.0,14303165.0,0.0,0.0,34.027159256144586,-0.4725482793301623,58.39000015258789,62.123055781388345,54.65694452378743,53526700.0,0.0,0.0,0.65,-0.004227644785261941,89.1
2020-03-04,56.40999984741211,59.0,56.40999984741211,58.91999816894531,50.84320068359375,20526100,55.61600036621094,57.3060001373291,58.33350028991699,0.0,0.0,55.863999938964845,57.32400016784668,58.39400005340576,0.0,0.0,56.84599990844727,58.169000244140626,58.934000205993655,0.0,0.0,54.44200057983399,56.442000198364255,57.81650009155273,0.0,0.0,27593700.0,20257650.0,14558575.0,0.0,0.0,48.215580135456484,-0.29127725448867636,58.39400005340576,62.129256642066274,54.65874346474525,74052800.0,0.0,0.0,0.65,-0.004227644785261941,89.1
2020-03-05,57.79999923706055,58.16999816894531,56.189998626708984,56.7400016784668,48.9620361328125,17948500,55.74599990844727,57.11800003051758,58.278500175476076,0.0,0.0,56.226000213623045,57.02600021362305,58.288500213623045,0.0,0.0,56.90199966430664,58.0,58.88850002288818,0.0,0.0,54.704000091552736,56.15,57.69899997711182,0.0,0.0,26432600.0,21292780.0,14885255.0,0.0,0.0,40.86569129207064,-0.3198392513092827,58.288500213623045,62.08816350093787,54.488836926308224,56104300.0,0.0,0.0,0.65,-0.004227644785261941,89.1
2020-03-06,54.939998626708984,55.90999984741211,53.97999954223633,55.2599983215332,47.68491744995117,22353900,55.96799926757812,56.66100006103515,58.07650012969971,0.0,0.0,56.57999954223633,56.53899993896484,58.102000045776364,0.0,0.0,57.305999755859375,57.577999877929685,58.717000007629395,0.0,0.0,55.183999633789064,55.60499992370605,57.45599994659424,0.0,0.0,22725260.0,22443930.0,15535600.0,0.0,0.0,36.08307754861419,-0.4566349382453794,58.102000045776364,62.11676013859375,54.08723995295898,33750400.0,0.0,0.0,0.65,-0.004227644785261941,89.1
2020-03-09,52.04999923706055,53.58000183105469,51.47999954223633,51.86000061035156,44.75099182128906,27898300,55.59199905395508,55.954999923706055,57.73500003814697,0.0,0.0,55.76800003051758,55.85999984741211,57.73550014495849,0.0,0.0,56.83000030517578,56.9560001373291,58.430000114440915,0.0,0.0,54.73999938964844,54.895999908447266,57.0875,0.0,0.0,23165200.0,23792210.0,16492625.0,0.0,0.0,30.66061419144745,-0.8298321179249584,57.73550014495849,62.583815986186096,52.88718430373089,5852100.0,0.0,0.0,0.65,-0.004227644785261941,89.1
2020-03-10,53.220001220703125,53.79999923706055,51.16999816894531,53.65999984741211,46.30424880981445,27457400,54.88399963378906,55.40699996948242,57.430000114440915,0.0,0.0,55.2879997253418,55.4439998626709,57.4310001373291,0.0,0.0,56.09199981689453,56.41599998474121,58.12800006866455,0.0,0.0,53.84599914550781,54.25099983215332,56.6814998626709,0.0,0.0,23236840.0,24946440.0,17466250.0,0.0,0.0,35.717618129930884,-0.9691766116642455,57.4310001373291,62.50625234830512,52.35574792635308,33309500.0,0.0,0.0,0.65,-0.004227644785261941,89.1
2020-03-11,52.349998474121094,52.650001525878906,51.13999938964844,52.209999084472656,45.05300521850586,22653900,54.07199935913086,54.8439998626709,57.061499977111815,0.0,0.0,53.94599990844726,54.90499992370606,57.06200008392334,0.0,0.0,54.822000122070314,55.83400001525879,57.77050018310547,0.0,0.0,52.79199905395508,53.616999816894534,56.27249984741211,0.0,0.0,23662400.0,25628050.0,18227385.0,0.0,0.0,33.523465667714504,-1.1829744768891786,57.06200008392334,62.53395208651374,51.59004808133293,10655600.0,0.0,0.0,0.65,-0.004227644785261941,89.1
2020-03-12,48.540000915527344,49.93000030517578,46.689998626708984,47.15999984741211,40.695274353027344,31913100,52.21999969482422,53.98299980163574,56.514500045776366,0.0,0.0,52.029999542236325,54.12799987792969,56.44950008392334,0.0,0.0,53.1740005493164,55.03800010681152,57.278500175476076,0.0,0.0,50.891999053955075,52.79799957275391,55.64099979400635,0.0,0.0,26455320.0,26443960.0,19364085.0,0.0,0.0,26.357993649493892,-1.7398476782196468,56.44950008392334,63.366437491219145,49.532562676627535,-21257500.0,0.0,0.0,0.65,-0.004227644785261941,89.1
2020-03-13,49.5099983215332,49.560001373291016,46.61000061035156,48.470001220703125,42.1925163269043,33697200,51.13399963378906,53.55099945068359,56.020999908447266,0.0,0.0,50.672000122070315,53.62599983215332,55.89250011444092,0.0,0.0,51.90400085449219,54.60500030517578,56.76450023651123,0.0,0.0,49.417999267578125,52.30099945068359,55.010999870300296,0.0,0.0,28723980.0,25724620.0,20640285.0,0.0,0.0,31.327948722398006,-2.0518154879086836,55.89250011444092,63.497730571084624,48.28726965779722,12439700.0,0.0,0.0,0.65,-0.004227644785261941,89.1
2020-03-16,42.2400016784668,47.880001068115234,41.16999816894531,45.2599983215332,39.398250579833984,28682300,49.172000122070315,52.3819995880127,55.15149993896485,0.0,0.0,49.35199966430664,52.55999984741211,55.157999992370605,0.0,0.0,50.764000701904294,53.79700050354004,56.15500030517578,0.0,0.0,47.35599899291992,51.04799919128418,54.08849983215332,0.0,0.0,28880780.0,26022990.0,21576125.0,0.0,0.0,28.812410174741217,-2.5289208066824926,55.157999992370605,63.87017831923714,46.44582166550407,-16242600.0,0.0,0.0,0.65,-0.004227644785261941,89.1
